"","sent","freq"
"367","In regards to the submit button, I cannot see the student interface of our application system",2
"368","But I believe there should be two options; either save or submit",2
"369","Dear Linyu; I apologize for not being able to directly answer your question",1
"370","Our application links directly to our program",1
"371","Please use this url when applying to our program",1
"372","https://application.mccormick.northwestern.edu/?p=ap Please let me know if that is the link you are using and I will investigate further why it is prompting your for your academic program",1
"373","Dear Ellen; Unfortunately, selecting Northwestern University will not send your scores to our office.",1
"374","If you would please send us a PDF copy of your TOEFL score I can attach that to your student records",1
"375","If you cannot find the appropriate link on the ETS website to send us a PDF version of your score, please email me a PDF copy of the score on the ETS website",1
"376","Thank you and have a wonderful weekend, Victoria L",1
"377","Dear, Thank you for reaching out to us about the Master of Science in Analytics program at Northwestern University",4
"378","To answer your question, we do not require official transcripts until after you have been admitted to the program",15
"379","Our admissions committee can evaluate scanned pdf copies of your transcript",17
"380","Due to the approaching deadline, I would recommend you to email us at .",17
"381","Dear Mouli; Yes, the url for the application system you have listed is correct",1
"382","Currently, your application is listed as complete",1
"383","We have received your transcripts, letters of recommendation, and additional materials",1
"384","We will send an email and contact you with our decision on March 18th",1
